Aircraft,Engine,Role,Registration,Seats,Cargo Capacity (t),Flight Number,Date,Take-off Time (UTC),Origin Airport,Destination Airport,Distance OD (km),Distance Flown (km),CO2 (kgCO2e)
A20N,PW1127G-JM,PAX,EC-NDC,186,0,VY3271,2025-01-30,2025-01-30 15:11:37.000,GCLP,LEBB,2042.36893485409,2089.678043569,18162.6100066815
A320,V2527-A5,PAX,EC-MLE,186,0,VY1252,2025-01-11,2025-01-11 14:02:54.000,LEAM,LEBL,626.443106723362,794.634323015177,10701.9960556967
A320,CFM56-5B4/3,PAX,EC-MBF,180,0,VY7364,2025-01-14,2025-01-14 06:54:45.000,LEBL,GMTT,930.596290433016,1010.22355404501,12704.8506832612
A20N,PW1127G-JM,PAX,EC-NIX,186,0,VY8101,2025-01-21,2025-01-21 13:37:49.000,LGAV,LEBL,1904.5077318023,1935.96160667191,16897.3972531389
A321,V2533-A5,PAX,EC-MJR,220,0,Unknown,2025-01-02,2025-01-02 16:34:22.000,LFPO,LFPO,0,1880.83990622584,24584.5543688493
A320,V2527-A5,PAX,EC-MNZ,186,0,VY3154,2025-01-20,2025-01-20 11:08:25.000,LEJR,LEPA,829.857043717647,887.151289117817,11565.2954641297
A320,CFM56-5B4/3,PAX,EC-MAI,180,0,VY6405,2025-01-28,2025-01-28 15:38:41.000,LIPZ,LEBL,951.749966455521,993.279475476813,12549.4567897432
A320,V2527-A5,PAX,EC-MKN,186,0,VY1451,2025-01-13,2025-01-13 19:03:46.000,LEAL,LEBB,592.102876929116,724.416551217171,10045.8885052877
A320,CFM56-5B4/3,PAX,EC-MUM,180,0,VY3507,2025-01-23,2025-01-23 09:38:04.438,LEIB,LEBL,276.154086473508,339.951194693151,6154.56849396325
A320,V2527-A5,PAX,EC-MKM,186,0,VY3944,2025-01-25,2025-01-25 08:02:42.986,LEBB,LEPA,628.755145736324,775.986921002208,10529.3361740102
A20N,PW1127G-JM,PAX,EC-NAY,186,0,VY2489,2025-01-07,2025-01-07 09:30:48.000,LEBL,EHAM,1241.13624420465,1472.3232546329,13508.5631279834
A320,CFM56-5B4/P,PAX,EC-JTQ,180,0,VY3512,2025-01-30,2025-01-30 14:03:23.000,LEBL,LEIB,276.154086473508,292.147237536882,5580.67140808245
A20N,PW1127G-JM,PAX,EC-NFJ,186,0,VY1450,2025-01-07,2025-01-07 08:09:10.773,LEBB,LEAL,592.102876929116,637.103555011751,7562.23724060179
A320,V2527-A5,PAX,EC-LUN,180,0,Unknown,2025-01-03,2025-01-03 07:22:11.000,LEBL,LEPA,201.966881210933,246.783098933252,5028.84728704321
A320,V2527-A5,PAX,EC-LVV,180,0,Unknown,2025-01-04,2025-01-04 06:42:17.728,LEMG,LEBB,749.082899877611,807.667622991343,10822.8579728774
A20N,PW1127G-JM,PAX,EC-NCG,186,0,VY1430,2025-01-13,2025-01-13 13:08:35.000,GCLP,LFPG,2800.87936879201,2929.20865166677,25083.171333288
A320,V2527-A5,PAX,EC-MVD,186,0,VY6616,2025-01-30,2025-01-30 18:52:09.485,LEMG,EGKK,1645.20599780453,1754.1874073493,19645.777927062
A320,CFM56-5B6/P,PAX,EC-KDT,180,0,VY6244,2025-01-22,2025-01-22 14:10:55.758,LEVC,LIRF,1103.58060746738,1205.39619747376,14535.045429139
A20N,PW1127G-JM,PAX,EC-NFK,186,0,Unknown,2025-01-03,2025-01-03 21:17:05.541,LFPG,LEBL,858.738011503702,958.165901732466,9843.20038587234
A320,CFM56-5B4/3,PAX,EC-MAN,180,0,VY1866,2025-01-25,2025-01-25 11:21:46.000,LEBL,EDDS,994.655986649512,1182.08371797754,14310.5875829464
A20N,PW1127G-JM,PAX,EC-NIX,186,0,VY8305,2025-01-26,2025-01-26 20:44:25.000,EHAM,LEBL,1241.13624420465,1388.10510165553,12915.2490150517
A320,V2527-A5,PAX,EC-MQE,186,0,VY1004,2025-01-02,2025-01-02 06:55:44.000,LEBL,LEMG,765.966389686389,811.280971415978,10857.3899492147
A321,V2533-A5,PAX,EC-MQB,220,0,Unknown,2025-01-03,2025-01-03 09:27:15.000,LPPT,LFPO,1438.11104187522,1563.72890973883,20950.1243802734
A321,V2533-A5,PAX,EC-MMH,220,0,VY6254,2025-01-24,2025-01-24 14:19:45.000,LIRF,LFPO,1088.66599055063,1169.92621764263,16506.8323153878
A321,V2533-A5,PAX,EC-MMH,220,0,VY8031,2025-01-28,2025-01-28 17:05:02.000,LFPO,LIMC,590.038329664742,709.887909045324,11312.4142971295
A320,CFM56-5B4/P,PAX,EC-JTQ,180,0,VY2014,2025-01-12,2025-01-12 15:10:17.000,LEBL,LEGR,680.136814550994,740.108779547598,10201.2823988056
A320,CFM56-5B6/P,PAX,EC-KDT,180,0,Unknown,2025-01-17,2025-01-17 06:22:14.000,LIRF,LFPO,1088.66599055063,1212.85707729657,14604.1093818136
A320,V2527-A5,PAX,EC-MDZ,180,0,VY3694,2025-01-22,2025-01-22 14:23:11.438,LEIB,LEVC,173.935053871583,180.557836958262,4234.22055274672
A320,V2527-A5,PAX,EC-LRY,180,0,VY3154,2025-01-23,2025-01-23 11:11:45.000,LEJR,LEPA,829.857043717647,858.942332283389,11306.3056415998
A20N,PW1127G-JM,PAX,EC-NIY,186,0,Unknown,2025-01-06,2025-01-06 13:38:03.000,EHAM,LEBL,1241.13624420465,1281.81640311704,12150.5330472732
A320,CFM56-5B4/3,PAX,EC-MCU,180,0,VY6930,2025-01-13,2025-01-13 05:55:44.000,LIRF,LFPO,1088.66599055063,1132.58007725889,13861.6718905613
A20N,PW1127G-JM,PAX,EC-NFJ,186,0,VY8477,2025-01-31,2025-01-31 09:17:58.853,LPPR,LEBL,898.660944743925,973.929711172182,9961.86320845867
A320,V2527-A5,PAX,EC-MXP,186,0,VY8830,2025-01-13,2025-01-13 05:37:32.000,LEZL,LFPG,1457.44513131221,1569.12458126837,17919.1791101961
A319,CFM56-5B6/P,PAX,EC-NGB,144,0,VY2489,2025-01-18,2025-01-18 13:18:20.000,LESO,LEBL,391.856156018208,460.526111898331,7041.381118004
A320,V2527-A5,PAX,EC-MVD,186,0,VY2975,2025-01-15,2025-01-15 14:26:48.274,LFRS,LEBL,714.235220176206,758.874759950631,10373.9422804922
A20N,PW1127G-JM,PAX,EC-NFJ,186,0,VY6248,2025-01-19,2025-01-19 17:08:37.000,LEBL,LSZH,855.904239496887,1000.28624201961,10146.4498213707
A320,CFM56-5B4/3,PAX,EC-MBY,180,0,VY3900,2025-01-17,2025-01-17 05:37:30.000,LEBL,LEPA,201.966881210933,235.610854677708,4896.4094979938
A320,V2527-A5,PAX,EC-MJC,186,0,Unknown,2025-01-10,2025-01-10 17:41:12.000,LEBL,LIMC,720.794269684057,833.41601689262,11064.5818072386
A320,V2527-A5,PAX,EC-MJC,186,0,VY6951,2025-01-03,2025-01-03 14:51:01.000,LEPA,LFPO,1020.23845641128,1205.59538386418,14535.045429139
A20N,PW1127G-JM,PAX,EC-NAY,186,0,VY8341,2025-01-21,2025-01-21 11:29:51.000,GCLP,EHAM,3182.77442962713,3248.23351646191,27705.0580032799
A320,CFM56-5B6/3,PAX,EC-KMI,180,0,VY2116,2025-01-29,2025-01-29 10:36:08.000,LEMG,LEBL,765.966389686389,877.612108268785,11478.9655232864
A321,V2533-A5,PAX,EC-MHA,220,0,Unknown,2025-01-10,2025-01-10 09:35:16.826,GMTT,LFPO,1595.82827864723,1694.98535282718,22450.3832709065
A321,V2533-A5,PAX,EC-MHA,220,0,VY1981,2025-01-08,2025-01-08 15:59:31.000,LFPO,LPPT,1438.11104187522,1469.60599635936,19893.6040347572
A20N,PW1127G-JM,PAX,EC-NIJ,186,0,VY1308,2025-01-22,2025-01-22 17:40:30.000,LEBL,LEAL,403.853106187054,462.476438928281,6122.69481750483
A321,V2533-A5,PAX,EC-MGY,220,0,VY8348,2025-01-08,2025-01-08 06:00:53.000,LFPO,EGKK,326.330016696913,378.054758492743,7578.27443661449
A320,CFM56-5B4/3,PAX,EC-KRH,180,0,VY1427,2025-01-16,2025-01-16 11:01:48.682,LEBB,LEBL,466.810876844104,548.135415183402,8405.61962926513
A320,V2527-A5,PAX,EC-MLE,186,0,VY7516,2025-01-03,2025-01-03 14:08:42.000,LSZH,LEST,1419.48067169903,1549.79453473395,17746.5192285095
A320,CFM56-5B4/3,PAX,EC-LOB,180,0,Unknown,2025-01-08,2025-01-08 08:02:59.000,LEZL,GCLP,1377.53807238458,1445.47540442612,16762.357902896
A20N,PW1127G-JM,PAX,EC-NCS,186,0,VY3511,2025-01-29,2025-01-29 12:44:21.834,LEIB,LEBL,276.154086473508,321.120151358082,4799.1986924299
A320,CFM56-5B4/P,PAX,EC-JSY,180,0,VY1821,2025-01-15,2025-01-15 14:29:27.000,EDDH,LEBL,1492.56367670585,1597.23602423635,18178.168932726
A320,CFM56-5B6/3,PAX,EC-KLT,180,0,VY6522,2025-01-27,2025-01-27 18:31:03.000,LEBL,LIPE,831.320225200709,910.721924469068,11789.7533103223
A20N,PW1127G-JM,PAX,EC-NFK,186,0,VY6502,2025-01-20,2025-01-20 17:45:53.000,LEBL,LIRN,1023.60834932204,1058.048202321,10555.1773213903
A320,CFM56-5B4/3,PAX,EC-LLJ,180,0,VY6366,2025-01-30,2025-01-30 14:18:12.000,LEZL,LEST,645.678280554982,689.093645284878,9717.8347300832
A321,V2533-A5,PAX,EC-MHS,220,0,VY8580,2025-01-25,2025-01-25 05:36:13.000,LFPO,ESSA,1572.83851163592,1695.51047022025,22471.5136778168
A321,V2533-A5,PAX,EC-MMH,220,0,VY8518,2025-01-27,2025-01-27 19:30:08.205,EINN,LFPO,909.176595194981,1014.22339064517,14754.4985260958
A321,V2533-A5,PAX,EC-MHA,220,0,VY1984,2025-01-22,2025-01-22 08:47:51.000,LPPT,LFPO,1438.11104187522,1458.09916581379,19745.6911863849
A320,CFM56-5B4/P,PAX,EC-JTQ,180,0,VY2010,2025-01-23,2025-01-23 06:31:13.000,LEBL,LEGR,680.136814550994,745.462888772972,10253.0803633116
A320,V2527-A5,PAX,EC-LUN,180,0,VY1871,2025-01-14,2025-01-14 09:48:01.000,EKCH,LEBL,1768.57318009677,1816.11840690104,20232.8215247964
A320,V2527-A5,PAX,EC-MXG,186,0,VY6331,2025-01-18,2025-01-18 08:59:11.000,LIMC,LEBL,720.794269684057,766.278524217954,10443.0062331669
A320,V2527-A5,PAX,EC-MER,180,0,VY1463,2025-01-26,2025-01-26 21:10:43.203,LEAS,LEAL,745.677039903917,827.243920084179,11012.7838427326
A321,V2533-A5,PAX,EC-MLD,220,0,VY8015,2025-01-13,2025-01-13 21:06:33.000,LFPO,LEBL,826.096111830294,984.465961657532,14420.7206614688
A20N,PW1127G-JM,PAX,EC-NFJ,186,0,VY2220,2025-01-26,2025-01-26 18:49:51.000,LEBL,LEZL,809.278244789906,849.017171727611,9065.29966002863
A20N,PW1127G-JM,PAX,EC-NIJ,186,0,VY1423,2025-01-17,2025-01-17 06:08:41.249,LEBB,LEBL,466.810876844104,530.7556336959,6758.66048799538
A321,V2533-A5,PAX,EC-MQB,220,0,VY8576,2025-01-15,2025-01-15 06:08:49.000,LFPO,LIPE,823.575488901627,922.665971345701,13711.4426991363
A321,V2533-A5,PAX,EC-MQB,220,0,VY8173,2025-01-25,2025-01-25 05:42:19.000,LFPO,LEMG,1451.38185483284,1549.16605585145,20781.0811249908
A320,CFM56-5B4/3,PAX,EC-MAN,180,0,VY3902,2025-01-20,2025-01-20 06:22:32.000,LEBL,LEPA,201.966881210933,241.658696518907,4962.6283925185
A20N,PW1127G-JM,PAX,EC-NFJ,186,0,VY8436,2025-01-02,2025-01-02 19:28:53.000,LPPT,EHAM,1846.29715992129,1990.621856084,17354.7030676724
A321,V2533-A5,PAX,EC-MHB,220,0,VY8579,2025-01-24,2025-01-24 14:01:05.000,EIDW,LFPO,797.914444701317,959.935877737628,14128.6650299201
A20N,PW1127G-JM,PAX,EC-NAY,186,0,Unknown,2025-01-21,2025-01-21 07:07:39.000,EHAM,GCLP,3182.77442962713,,27948.9544376978
A319,CFM56-5B6/P,PAX,EC-MIQ,144,0,VY6206,2025-01-19,2025-01-19 12:54:10.000,LIRQ,EGKK,1180.37841151252,1315.91122192023,14459.2108824945
A320,CFM56-5B4/P,PAX,EC-KDH,180,0,VY1593,2025-01-21,2025-01-21 07:54:11.000,LEXJ,LEBL,539.234315672137,587.068941270592,8768.20538080697
A20N,PW1127G-JM,PAX,EC-NEA,186,0,VY1679,2025-01-25,2025-01-25 20:14:59.000,LEBL,LEST,883.252270454504,938.922512853935,9711.35280522086
A321,V2533-A5,PAX,EC-MMH,220,0,VY6250,2025-01-20,2025-01-20 05:41:00.000,LFPO,LIBD,1407.85864496515,1506.87491346487,20316.2121729637
A319,CFM56-5B6/P,PAX,EC-NGB,144,0,VY2913,2025-01-22,2025-01-22 12:28:43.000,LFBD,LEBL,453.468535871286,522.041282812087,7571.2261011819
A320,V2527-A5,PAX,EC-MOG,186,0,VY2608,2025-01-17,2025-01-17 06:31:02.000,LEMG,LEBL,765.966389686389,1490.7961545232,17194.0076071125
A20N,PW1127G-JM,PAX,EC-NFI,186,0,VY1882,2025-01-30,2025-01-30 17:13:35.000,LEBL,EDDB,1502.4124826683,1710.09446459165,15196.2121603223
A320,V2527-A5,PAX,EC-LRY,180,0,VY3943,2025-01-12,2025-01-12 20:27:35.537,LEZL,LEPA,787.513652263688,915.78236576024,11824.2852866596
A321,V2533-A5,PAX,EC-MMU,220,0,VY1985,2025-01-11,2025-01-11 10:51:01.000,LFPO,LPPR,1200.89572728192,1306.15854388806,18029.6938227486
A320,CFM56-5B4/3,PAX,EC-MUM,180,0,Unknown,2025-01-03,2025-01-03 06:36:57.000,EHAM,GCLP,3182.77442962713,3288.43890420165,34803.9497085814
A320,V2527-A5,PAX,EC-MJB,186,0,VY6247,2025-01-21,2025-01-21 08:40:00.000,LSZH,LEBL,855.904239496887,882.942636205032,11530.7634877924
A320,CFM56-5B4/3,PAX,EC-KLB,180,0,VY6950,2025-01-08,2025-01-08 17:32:50.000,LFPO,LEPA,1020.23845641128,1056.90088118815,13153.7663756463
A320,CFM56-5B4/P,PAX,EC-JYX,180,0,VY6164,2025-01-24,2025-01-24 10:53:38.000,LEBL,LIEE,633.780023249397,752.03487161038,10304.8783278176
A320,V2527-A5,PAX,EC-MER,180,0,VY2475,2025-01-14,2025-01-14 15:03:27.000,GCRR,LEBL,1974.12624234143,2060.73699569727,22634.9312383638
A320,V2527-A5,PAX,EC-MEQ,186,0,Unknown,2025-01-01,2025-01-01 12:47:12.000,LEBL,LICZ,1184.84129305423,1230.18018641587,14759.5032753316
A320,V2527-A5,PAX,EC-MYC,186,0,VY8477,2025-01-25,2025-01-25 09:20:53.799,LPPR,LEBL,898.660944743925,982.791462731833,12463.1268488999
A20N,PW1127G-JM,PAX,EC-NIY,186,0,VY8981,2025-01-14,2025-01-14 08:50:53.000,EBBR,LEBL,1083.78301664229,1136.70512211419,11122.1219181917
A320,CFM56-5B4/3,PAX,EC-LVU,180,0,VY3921,2025-01-17,2025-01-17 20:00:24.000,LEPA,LEBL,201.966881210933,295.832393463212,5624.81733776558
A20N,PW1127G-JM,PAX,EC-NFJ,186,0,VY2507,2025-01-21,2025-01-21 20:14:00.000,LEZL,LEBB,701.154152636219,749.856417366087,8366.5074825758
A320,CFM56-5B4/3,PAX,EC-MAH,180,0,VY7293,2025-01-27,2025-01-27 19:29:54.000,EGKK,LEBB,896.234340408392,1071.43761662672,13291.8942809956
A20N,PW1127G-JM,PAX,EC-NCS,186,0,VY2116,2025-01-07,2025-01-07 12:07:34.514,LEMG,LEBL,765.966389686389,880.953757560047,9302.62530520128
A321,V2533-A5,PAX,EC-MGY,220,0,VY8004,2025-01-27,2025-01-27 08:24:54.000,LEBL,LFPO,826.096111830294,907.579808972316,13544.5537668228
A320,CFM56-5B4/P,PAX,EC-KDH,180,0,VY9033,2025-01-14,2025-01-14 20:14:51.000,LFLL,LEMG,1284.59750890933,1424.3649113661,16572.4320330407
A320,CFM56-5B4/3,PAX,EC-LVU,180,0,VY3516,2025-01-24,2025-01-24 16:53:50.000,LEBL,LEIB,276.154086473508,356.769144900804,6353.22517753737
A320,CFM56-5B4/3,PAX,EC-LOC,180,0,VY6367,2025-01-21,2025-01-21 10:47:33.297,LEST,LEZL,645.678280554982,742.115501478064,10218.5483869743
A321,V2533-A5,PAX,EC-MGY,220,0,VY1873,2025-01-29,2025-01-29 19:54:58.000,EKCH,LEBL,1768.57318009677,1890.10839988614,24690.2064034009
A321,V2533-A5,PAX,EC-MMH,220,0,VY8101,2025-01-11,2025-01-11 13:38:14.542,LGAV,LEBL,1904.5077318023,1946.70040351132,25324.1186107107
A321,V2533-A5,PAX,EC-MGY,220,0,VY6943,2025-01-15,2025-01-15 07:46:16.000,EGKK,LFPO,326.330016696913,475.967292425907,8683.91361319156
A20N,PW1127G-JM,PAX,EC-NFJ,186,0,VY1376,2025-01-03,2025-01-03 07:01:32.000,EHAM,LEAL,1613.15211771628,1660.85589867266,14853.4084506285
A20N,PW1127G-JM,PAX,EC-NAF,186,0,Unknown,2025-01-23,2025-01-23 18:49:07.000,LEBL,EDDH,1492.56367670585,1643.32304202545,14721.560869977
A321,V2533-A5,PAX,EC-MGY,220,0,VY6949,2025-01-13,2025-01-13 08:22:57.000,LKPR,LFPO,872.06102786348,893.992827470839,13398.5259510485
A320,V2527-A5,PAX,EC-MFK,180,0,Unknown,2025-01-01,2025-01-01 09:05:50.177,LFMN,LEBL,496.296499000101,533.335411363564,8267.49172391586
A319,CFM56-5B6/P,PAX,EC-MIQ,144,0,VY6005,2025-01-11,2025-01-11 20:39:27.000,LEBL,LIRQ,797.550698519998,876.072406154921,10637.9046401812
A320,CFM56-5B4/P,PAX,EC-JYX,180,0,VY3069,2025-01-17,2025-01-17 13:49:15.000,GCLP,LEMG,1409.54601408547,1492.56381197035,17211.2735952811
A321,V2533-A5,PAX,EC-MQL,220,0,VY8573,2025-01-29,2025-01-29 08:39:40.961,LIME,LFPO,648.597485120011,686.450505273769,11062.0808986592
A320,V2527-A5,PAX,EC-MFK,180,0,VY1870,2025-01-31,2025-01-31 09:57:32.000,LEBL,EKCH,1768.57318009677,2026.72698511356,22286.1961690815
A320,V2527-A5,PAX,EC-MER,180,0,VY3941,2025-01-23,2025-01-23 07:50:20.000,LEZL,LEPA,787.513652263688,797.209026457813,10719.2620438654
A321,V2533-A5,PAX,EC-MLD,220,0,VY3014,2025-01-01,2025-01-01 14:40:35.000,LEBL,GCFV,2031.892145754,2081.24595065146,26892.7800137599
A320,CFM56-5B6/3,PAX,EC-KMI,180,0,VY8446,2025-01-19,2025-01-19 17:20:07.000,EHAM,EKCH,633.384729796867,685.636492422459,9683.30275374588
A320,CFM56-5B6/3,PAX,EC-KLT,180,0,VY6164,2025-01-12,2025-01-12 13:40:37.000,LEBL,LIEE,633.780023249397,761.376963333245,10391.2082686609
A20N,PW1127G-JM,PAX,EC-NFJ,186,0,Unknown,2025-01-04,2025-01-04 10:11:02.000,EHAM,LEBL,1241.13624420465,1292.73168887723,12229.6415956641
A320,CFM56-5B4/3,PAX,EC-MAI,180,0,VY7574,2025-01-06,2025-01-06 14:43:56.000,LEBL,GBYD,3599.88403163053,,38823.5802439927
A20N,PW1127G-JM,PAX,EC-NFI,186,0,VY2475,2025-01-05,2025-01-05 16:16:30.000,GCRR,LEBL,1974.12624234143,2057.09723613391,17903.4700451125
A320,CFM56-5B4/3,PAX,EC-MBY,180,0,Unknown,2025-01-13,2025-01-13 06:16:50.000,LIRF,EHAM,1296.81388087397,1521.87284732121,17487.5294059796
A321,V2533-A5,PAX,EC-MLD,220,0,Unknown,2025-01-07,2025-01-07 12:49:21.000,LEBL,LFPO,826.096111830294,984.636901729365,14420.7206614688
A321,V2533-A5,PAX,EC-MLD,220,0,VY8017,2025-01-25,2025-01-25 17:11:43.000,LFPO,LEBL,826.096111830294,870.588037861513,13127.331436039
A320,V2527-A5,PAX,EC-MEQ,186,0,VY1884,2025-01-15,2025-01-15 06:31:32.000,LEBL,EDDB,1502.4124826683,1696.05427172577,19110.5322938336
A320,CFM56-5B4/P,PAX,EC-KDH,180,0,VY1872,2025-01-22,2025-01-22 15:42:38.000,LEBL,EKCH,1768.57318009677,2017.61637422776,22194.4237824283
A321,CFM56-5B3/3,PAX,EC-NLY,220,0,VY1899,2025-01-23,2025-01-23 15:31:40.000,EDDL,LEBL,1167.41458681136,1311.96405651252,18092.2771723662
A320,CFM56-5B6/3,PAX,EC-KLT,180,0,VY1333,2025-01-22,2025-01-22 11:58:14.000,EBBR,LEAL,1458.01285567292,1499.87513380423,17280.3375479557
A320,CFM56-5B4/3,PAX,EC-MAO,180,0,Unknown,2025-01-09,2025-01-09 11:29:48.000,LEBL,LFPG,858.738011503702,1044.49531981977,13032.9044584657
A320,V2527-A5,PAX,EC-MER,180,0,VY1874,2025-01-10,2025-01-10 11:11:52.000,LEBL,ESGG,1958.3116794184,2154.50988850903,23552.655104896
A320,CFM56-5B4/3,PAX,EC-MCU,180,0,Unknown,2025-01-10,2025-01-10 06:05:52.000,LIRF,LFPO,1088.66599055063,1132.43254757186,13844.4059023926
A321,V2533-A5,PAX,EC-MQL,220,0,VY6254,2025-01-26,2025-01-26 19:41:09.000,LIRF,LFPO,1088.66599055063,1180.11865631465,16611.1378980837
A319,CFM56-5B6/P,PAX,EC-MGF,144,0,Unknown,2025-01-02,2025-01-02 16:37:42.000,LESO,LEBL,391.856156018208,451.743329817834,6961.10157509826
A320,V2527-A5,PAX,EC-MVD,186,0,VY2974,2025-01-16,2025-01-16 11:49:24.000,LEBL,LFRS,714.235220176206,792.33693706304,10684.7300675281
A320,V2527-A5,PAX,EC-LVV,180,0,VY8461,2025-01-16,2025-01-16 09:02:18.000,LPPT,LEBL,994.000333103748,1145.35451307608,13965.2678195733
A320,CFM56-5B4/3,PAX,EC-LVU,180,0,VY3941,2025-01-16,2025-01-16 07:59:09.802,LEZL,LEPA,787.513652263688,904.508942106938,11720.6893576476
A320,V2527-A5,PAX,EC-MFL,180,0,VY6950,2025-01-01,2025-01-01 17:41:05.000,LFPO,LEPA,1020.23845641128,1047.62584988126,13067.436434803
A20N,PW1127G-JM,PAX,EC-NIX,186,0,VY1002,2025-01-18,2025-01-18 06:32:51.000,LEBL,LEMD,482.930215808164,513.537634006478,6586.77787434928
A320,V2527-A5,PAX,EC-MJB,186,0,VY1386,2025-01-14,2025-01-14 15:02:25.990,LEBB,LEST,449.101875745004,491.873276775715,7887.63998420537
A320,V2527-A5,PAX,EC-MQE,186,0,Unknown,2025-01-04,2025-01-04 20:05:52.000,LEBL,LEIB,276.154086473508,300.968354311335,5691.03623229029
A320,V2527-A5,PAX,EC-MKN,186,0,VY7293,2025-01-31,2025-01-31 19:37:42.000,EGKK,LEBB,896.234340408392,1013.70334917743,12739.3826595985
A320,CFM56-5B4/3,PAX,EC-MBL,180,0,VY6240,2025-01-23,2025-01-23 08:37:10.000,LEBL,LFSB,822.236826989869,1139.63613447092,13913.4698550673
A321,CFM56-5B3/3,PAX,EC-NLV,220,0,Unknown,2025-01-01,2025-01-01 21:55:47.692,LEGR,LEBL,680.136814550995,718.380940941107,11416.7198798254
A320,V2527-A5,PAX,EC-MER,180,0,VY1863,2025-01-04,2025-01-04 14:58:06.000,EKCH,GCLP,3804.54205997623,,40860.9272276943
A20N,PW1127G-JM,PAX,EC-NFI,186,0,VY3258,2025-01-16,2025-01-16 18:20:50.000,LEZL,GCXO,1390.14083431017,1455.07880629869,13389.9003053971
A320,V2527-A5,PAX,EC-MLE,186,0,VY1389,2025-01-14,2025-01-14 17:26:40.000,LSZH,LEAL,1259.75703144458,1335.1315789823,15743.6646009451
A20N,PW1127G-JM,PAX,EC-NFI,186,0,VY3259,2025-01-21,2025-01-21 20:09:35.578,GCXO,LEZL,1390.14083431017,1469.18511435911,13482.1936118531
A320,CFM56-5B4/3,PAX,EC-MAH,180,0,Unknown,2025-01-05,2025-01-05 08:54:52.000,LFPO,LIRF,1088.66599055063,1164.14415355411,14155.1936894285
A320,CFM56-5B4/3,PAX,EC-MBL,180,0,VY8243,2025-01-21,2025-01-21 09:10:46.000,LFPG,LEBL,858.738011503702,935.670004868717,12014.2111565148
A320,CFM56-5B4/3,PAX,EC-LOP,180,0,VY8921,2025-01-22,2025-01-22 14:57:53.000,EBBR,LEVC,1326.5092592495,1374.65064963443,16106.2503524869
A320,V2527-A5,PAX,EC-LUN,180,0,Unknown,2025-01-07,2025-01-07 13:58:15.000,LIMC,LEBL,720.794269684057,781.259346702904,10581.1341385161
A321,V2533-A5,PAX,EC-MLM,220,0,VY3134,2025-01-07,2025-01-07 05:51:16.000,LFPO,GCTS,2814.27826756443,2938.55498707094,37180.4753486448
A320,CFM56-5B6/P,PAX,EC-KCU,180,0,Unknown,2025-01-06,2025-01-06 09:48:55.000,LEBL,EGKK,1109.05391701095,1266.33753193628,15104.8230387047
A320,V2527-A5,PAX,EC-MFN,180,0,VY2286,2025-01-01,2025-01-01 06:21:03.000,LEBL,LEJR,865.724704546568,915.576717369389,11824.2852866596
A320,V2527-A5,PAX,EC-LUO,180,0,VY8257,2025-01-05,2025-01-05 17:29:04.773,LEAL,LFPG,1218.83107559864,1404.96567078411,16399.7721513541
A321,V2533-A5,PAX,EC-MLM,220,0,VY8604,2025-01-15,2025-01-15 15:45:13.000,LFPO,LEGR,1375.83324472164,1486.64649234473,20083.7776969501
A20N,PW1127G-JM,PAX,EC-NCG,186,0,VY3002,2025-01-05,2025-01-05 11:02:18.000,LEBL,GCLP,2174.49487010699,2228.37497582061,19305.8745430152
A321,V2533-A5,PAX,EC-MLD,220,0,Unknown,2025-01-10,2025-01-10 05:58:12.000,LFPO,LEBL,826.096111830294,862.180979725514,13043.8869698822
A320,CFM56-5B4/3,PAX,EC-MVO,180,0,VY6201,2025-01-15,2025-01-15 08:59:50.000,LSGG,LEBL,637.446825918873,678.073345497208,9614.23880107125
A321,V2533-A5,PAX,EC-MJR,220,0,Unknown,2025-01-04,2025-01-04 08:58:18.000,LIRF,LFPO,1088.66599055063,1137.0928277318,16131.3322176823
A20N,PW1127G-JM,PAX,EC-NFK,186,0,VY2474,2025-01-26,2025-01-26 19:59:42.000,LEBL,GCRR,1974.12624234143,2078.41632952228,18071.1488437748
A20N,PW1127G-JM,PAX,EC-NAY,186,0,VY8435,2025-01-09,2025-01-09 14:00:36.000,EHAM,LPPT,1846.29715992129,1937.86229237995,16912.64078029
A320,CFM56-5B4/P,PAX,EC-JYX,180,0,VY6367,2025-01-14,2025-01-14 10:46:03.245,LEST,LEZL,645.678280554982,736.190648993066,10166.7504224683
A320,CFM56-5B6/P,PAX,EC-KDX,180,0,VY1866,2025-01-16,2025-01-16 11:18:37.000,LEBL,EDDS,994.655986649512,1297.88307910394,15398.3448375719
A320,CFM56-5B4/P,PAX,EC-JGM,180,0,Unknown,2025-01-07,2025-01-07 20:26:57.000,LEBL,LEPA,201.966881210933,232.990283423295,4874.33653315223
A320,V2527-A5,PAX,EC-MGE,186,0,VY2618,2025-01-28,2025-01-28 14:03:28.573,LEBB,LEGR,683.625579258645,828.052329973086,11012.7838427326
A320,CFM56-5B4/3,PAX,EC-MUM,180,0,VY6105,2025-01-31,2025-01-31 20:00:15.000,OJAI,LEBL,3188.63286404895,,34748.8862765895
A320,V2527-A5,PAX,EC-MBS,180,0,VY7991,2025-01-31,2025-01-31 10:20:59.825,LFML,DAAG,769.180499511726,760.809923050349,10391.2082686609
A319,CFM56-5B6/P,PAX,EC-NGB,144,0,VY6006,2025-01-30,2025-01-30 21:01:17.000,LIRQ,LEBL,797.550698519998,924.963355461063,11055.3582632911
