Aircraft,Engine,Role,Registration,Seats,Cargo Capacity (t),Flight Number,Date,Take-off Time (UTC),Origin Airport,Destination Airport,Distance OD (km),Distance Flown (km),CO2 (kgCO2e)
A320,CFM56-5B4/3,PAX,EC-MAH,180,0,VY6307,2025-01-26,2025-01-26 13:02:34.469,LEBB,EGKK,896.234340408392,940.442061826592,12066.0091210208
A320,V2527-A5,PAX,EC-MOG,186,0,VY1871,2025-01-07,2025-01-07 09:42:27.000,EKCH,LEBL,1768.57318009677,1847.1564269099,20509.0773354949
A321,V2533-A5,PAX,EC-MJR,220,0,VY1515,2025-01-21,2025-01-21 07:04:07.000,LEBL,LFMN,496.296499000101,554.477987328091,9560.08050783753
A20N,PW1127G-JM,PAX,EC-NDC,186,0,Unknown,2025-01-19,2025-01-19 20:42:12.326,LFPG,LEAL,1218.83107559864,1283.15969125408,12163.7178053383
A320,CFM56-5B4/3,PAX,EC-MAH,180,0,VY3510,2025-01-23,2025-01-23 10:56:48.000,LEBL,LEIB,276.154086473508,364.126235608727,6441.51703690365
A320,V2527-A5,PAX,EC-LVT,180,0,VY6200,2025-01-27,2025-01-27 06:39:54.000,LEBL,LSGG,637.446825918873,854.164658383376,11254.5076770938
A320,V2527-A5,PAX,EC-MKO,186,0,VY6229,2025-01-21,2025-01-21 09:30:06.000,EGKK,LIRF,1405.91740955803,1549.49593599582,17746.5192285095
A20N,PW1127G-JM,PAX,EC-NAV,186,0,VY7844,2025-01-03,2025-01-03 22:09:30.000,LEBL,LLBG,3081.68133417658,3123.40358261043,26683.7416841552
A320,CFM56-5B4/3,PAX,EC-MAI,180,0,Unknown,2025-01-10,2025-01-10 06:01:47.000,LEBL,EGKK,1109.05391701095,1267.89673585455,15122.0890268734
A319,CFM56-5B6/3,PAX,EC-MIR,144,0,VY2488,2025-01-19,2025-01-19 12:06:47.000,LEBL,LESO,391.856156018208,539.646542668694,7715.72927841223
A320,CFM56-5B4/3,PAX,EC-MAO,180,0,VY1513,2025-01-20,2025-01-20 21:41:50.000,HECA,LEBL,2906.07000660039,,31940.6512450008
A321,V2533-A5,PAX,EC-MHS,220,0,Unknown,2025-01-06,2025-01-06 05:40:33.000,LFPO,ESSA,1572.83851163592,1649.85321290646,21943.2535050587
A320,CFM56-5B4/3,PAX,EC-MBE,180,0,Unknown,2025-01-03,2025-01-03 17:09:47.000,LEBL,LEIB,276.154086473508,331.455384121716,6044.2036697554
A320,CFM56-5B4/3,PAX,EC-MCU,180,0,VY3909,2025-01-24,2025-01-24 11:05:51.000,LEPA,LEBL,201.966881210933,253.150663405722,5117.13914640949
A320,V2527-A5,PAX,EC-MKN,186,0,Unknown,2025-01-29,2025-01-29 16:57:48.000,LEBL,LEIB,276.154086473508,320.604059571501,5911.76588070598
A20N,PW1127G-JM,PAX,EC-NCU,186,0,Unknown,2025-01-04,2025-01-04 09:52:48.000,LEBL,EGKK,1109.05391701095,1270.00984626572,12071.4244988823
A321,V2533-A5,PAX,EC-MQL,220,0,Unknown,2025-01-20,2025-01-20 11:57:00.000,LFPO,EGKK,326.330016696913,369.454660644693,7473.96885391855
A320,V2527-A5,PAX,EC-MOG,186,0,VY2121,2025-01-30,2025-01-30 16:30:30.000,LEBL,LEMG,765.966389686389,833.504486421643,11064.5818072386
A320,V2527-A5,PAX,EC-MQE,186,0,VY6240,2025-01-27,2025-01-27 10:52:47.000,LEBL,LFSB,822.236826989869,956.115618659865,12204.1370263701
A20N,PW1127G-JM,PAX,EC-NEA,186,0,VY3943,2025-01-08,2025-01-08 20:41:15.000,LEZL,LEPA,787.513652263688,906.258439995095,9474.02716004821
A320,CFM56-5B4/3,PAX,EC-LVP,180,0,VY2017,2025-01-21,2025-01-21 21:24:44.105,LEGR,LEBL,680.136814550994,721.077163338995,10011.3565289504
A320,V2527-A5,PAX,EC-MER,180,0,VY3184,2025-01-19,2025-01-19 06:54:07.000,GCLP,LFPG,2800.87936879201,2922.03189129905,31169.7631971137
A320,CFM56-5B6/P,PAX,EC-KJD,180,0,Unknown,2025-01-01,2025-01-01 16:27:52.000,LEBL,LKPR,1358.02887318779,1498.10878342171,17263.0715597871
A320,CFM56-5B4/3,PAX,EC-MAH,180,0,VY1871,2025-01-03,2025-01-03 16:48:41.000,EKCH,LEBL,1768.57318009677,1827.58640742814,20336.4174538083
A20N,PW1127G-JM,PAX,EC-NDA,186,0,VY8303,2025-01-19,2025-01-19 13:34:18.000,EHAM,LEBL,1241.13624420465,1316.48462057793,12401.043450511
A320,CFM56-5B4/3,PAX,EC-MBF,180,0,VY3709,2025-01-16,2025-01-16 17:19:49.406,LEMH,LEBL,241.04926068789,270.286160083843,5315.79582998361
A320,V2527-A5,PAX,EC-LRY,180,0,VY3952,2025-01-24,2025-01-24 19:43:59.000,LEPA,LEVC,276.306553862542,306.080990201574,5735.18216197343
A320,CFM56-5B6/P,PAX,EC-KJD,180,0,VY6951,2025-01-27,2025-01-27 14:47:10.000,LEPA,LFPO,1020.23845641128,1164.86601495361,14155.1936894285
A321,CFM56-5B3/3,PAX,EC-NLX,220,0,Unknown,2025-01-09,2025-01-09 08:52:35.000,LPPT,LEBL,994.000333103748,1131.76998173359,16068.7488680648
A321,V2533-A5,PAX,EC-MMH,220,0,VY8154,2025-01-12,2025-01-12 19:28:39.408,LEVC,LFPO,1051.67387400702,1168.08519283954,16485.9711988486
A20N,PW1127G-JM,PAX,EC-NIY,186,0,VY3210,2025-01-21,2025-01-21 05:30:40.000,LEBL,GCXO,2194.50285278083,2231.45142730802,19336.3615973174
A320,CFM56-5B4/3,PAX,EC-MAN,180,0,VY3500,2025-01-21,2025-01-21 06:09:55.000,LEBL,LEIB,276.154086473508,333.874220373191,6066.27663459697
A321,V2533-A5,PAX,EC-MHS,220,0,VY2286,2025-01-30,2025-01-30 11:02:24.000,LEBL,LEJR,865.724704546568,943.018288545329,13940.9149810674
A321,V2533-A5,PAX,EC-MQL,220,0,VY2016,2025-01-11,2025-01-11 19:24:25.000,LEBL,LEGR,680.136814550994,781.502757806409,12125.9978421579
A320,CFM56-5B4/P,PAX,EC-JGM,180,0,Unknown,2025-01-07,2025-01-07 08:12:22.647,GCXO,LEGR,1519.04066535804,1658.93735441699,18765.2125304604
A20N,PW1127G-JM,PAX,EC-NIY,186,0,VY1266,2025-01-28,2025-01-28 10:59:04.195,ESSA,LEBL,2314.92229630213,2384.83406836442,20601.57435086
A320,CFM56-5B4/3,PAX,EC-MCU,180,0,VY7831,2025-01-12,2025-01-12 09:17:06.000,EGKK,LIRF,1405.91740955803,1600.28983738276,18212.7009090633
A320,V2527-A5,PAX,EC-LVT,180,0,VY3277,2025-01-05,2025-01-05 16:17:18.250,GCXO,LEMG,1433.55926559034,1511.17191452862,17383.9334769677
A320,V2527-A5,PAX,EC-MES,186,0,VY6109,2025-01-29,2025-01-29 06:15:31.000,LIRF,LEBL,847.967830209805,887.752111205841,11565.2954641297
A320,CFM56-5B4/P,PAX,EC-JYX,180,0,VY1005,2025-01-16,2025-01-16 13:17:34.000,LEMD,LEBL,482.930215808164,561.506489040967,8526.48154644574
A320,V2527-A5,PAX,EC-MFN,180,0,Unknown,2025-01-09,2025-01-09 09:34:52.861,LEAS,LEBL,711.581892786537,791.316381166431,10667.4640793594
A320,V2527-A5,PAX,EC-LUO,180,0,VY6627,2025-01-20,2025-01-20 18:17:47.000,EGKK,EGKK,0,1962.2385176673,21662.1439398396
A321,V2533-A5,PAX,EC-MGY,220,0,VY8521,2025-01-12,2025-01-12 12:47:52.000,HECA,LFPO,3205.56092107787,,41513.3059972464
A320,V2527-A5,PAX,EC-MNZ,186,0,VY6212,2025-01-03,2025-01-03 05:52:55.000,LIRF,LEMG,1548.02440974508,1623.15850274137,18419.8927670872
A320,CFM56-5B4/3,PAX,EC-LVP,180,0,VY1467,2025-01-09,2025-01-09 16:18:34.845,LFPG,LEBB,761.296449880449,839.635111997524,11116.3797717446
A320,CFM56-5B4/3,PAX,EC-LLJ,180,0,VY2655,2025-01-16,2025-01-16 08:24:52.000,LEMG,LEST,768.231830858037,847.565639650073,11202.7097125879
A320,V2527-A5,PAX,EC-MKO,186,0,VY6228,2025-01-21,2025-01-21 05:53:45.000,LIRF,EGKK,1405.91740955803,1518.50723512386,17452.9974296423
A320,CFM56-5B4/3,PAX,EC-MBD,180,0,VY2701,2025-01-08,2025-01-08 17:03:33.000,LPPT,LEBB,724.290053959183,824.065778969097,10978.2518663953
A320,CFM56-5B4/P,PAX,EC-JZI,180,0,Unknown,2025-01-03,2025-01-03 05:51:09.000,LEZL,LFPG,1457.44513131221,1576.29045297164,17988.2430628708
A321,CFM56-5B3/3,PAX,EC-NLV,220,0,VY1821,2025-01-05,2025-01-05 14:48:09.000,EDDH,LEBL,1492.56367670585,1595.11406542994,21309.3412977489
A320,V2527-A5,PAX,EC-MGE,186,0,VY3703,2025-01-06,2025-01-06 13:53:48.057,LEMH,LEBL,241.04926068789,289.759683826665,5536.52547839931
A20N,PW1127G-JM,PAX,EC-NCU,186,0,VY3516,2025-01-19,2025-01-19 17:09:48.000,LEBL,LEIB,276.154086473508,296.742706252474,4575.75129468998
A320,V2527-A5,PAX,EC-MKO,186,0,VY8466,2025-01-05,2025-01-05 11:11:54.000,LEBL,LPPT,994.000333103748,1069.69931678008,13274.6282928269
A320,V2527-A5,PAX,EC-MJB,186,0,Unknown,2025-01-06,2025-01-06 16:56:29.000,LEBL,LEPA,201.966881210933,236.353466390758,4918.48246283537
A321,V2533-A5,PAX,EC-MMU,220,0,VY6948,2025-01-27,2025-01-27 05:35:24.000,LFPO,LIBD,1407.85864496515,1474.33385965331,19935.8648485778
A321,V2533-A5,PAX,EC-MLM,220,0,Unknown,2025-01-01,2025-01-01 08:46:46.000,LIRF,LEBL,847.967830209805,890.547024511242,13356.8037179701
A320,CFM56-5B4/3,PAX,EC-LOP,180,0,Unknown,2025-01-09,2025-01-09 09:25:29.000,LFPG,LEZL,1457.44513131221,1491.57420480773,17194.0076071125
A320,V2527-A5,PAX,EC-LVT,180,0,VY3908,2025-01-29,2025-01-29 09:34:19.000,LEBL,LEPA,201.966881210933,242.145543286712,4984.70135736007
A320,V2527-A5,PAX,EC-MER,180,0,VY1919,2025-01-30,2025-01-30 10:11:24.000,EKCH,LEAL,2164.54019174305,2342.33109932797,25424.8117926218
A320,V2527-A5,PAX,EC-MJC,186,0,Unknown,2025-01-10,2025-01-10 07:41:13.099,LEAL,LEBL,403.853106187054,532.392508962942,8250.2257357472
A321,V2533-A5,PAX,EC-MQL,220,0,VY1982,2025-01-13,2025-01-13 19:15:05.000,LPPT,LFPO,1438.11104187522,1550.66142893353,20802.2115319011
A320,V2527-A5,PAX,EC-LRY,180,0,VY7834,2025-01-11,2025-01-11 15:31:38.000,LEBL,EGKK,1109.05391701095,1260.99382487476,15053.0250741988
A321,CFM56-5B3/3,PAX,EC-NLY,220,0,VY2017,2025-01-29,2025-01-29 22:21:55.010,LEGR,LEBL,680.136814550995,692.916517317055,11124.6642482768
A20N,PW1127G-JM,PAX,EC-NCU,186,0,VY8308,2025-01-08,2025-01-08 06:16:56.000,EHAM,LEBL,1241.13624420465,1275.14163705212,12110.9787730777
A20N,PW1127G-JM,PAX,EC-NFH,186,0,Unknown,2025-01-13,2025-01-13 06:34:12.000,EGKK,LEZL,1591.5585711788,1691.53944959671,15064.3645796708
A321,V2533-A5,PAX,EC-MMH,220,0,VY8616,2025-01-01,2025-01-01 17:29:53.000,LFPO,EICK,845.549670161235,881.578435135621,13252.4981352741
A20N,PW1127G-JM,PAX,EC-NAY,186,0,Unknown,2025-01-01,2025-01-01 17:09:45.000,LEBL,LEPA,201.966881210933,236.670879888585,4025.72693102247
A20N,PW1127G-JM,PAX,EC-NFI,186,0,VY8655,2025-01-26,2025-01-26 20:02:35.000,LKPR,LEBL,1358.02887318779,1470.4656267,13495.3783699182
A320,CFM56-5B4/P,PAX,EC-JGM,180,0,VY3511,2025-01-27,2025-01-27 12:43:33.475,LEIB,LEBL,276.154086473508,318.114175689191,5889.69291586441
A320,CFM56-5B4/3,PAX,EC-MVO,180,0,VY3709,2025-01-07,2025-01-07 20:58:02.000,LEMD,LEBL,482.930215808164,575.748653959072,8664.60945179501
A20N,PW1127G-JM,PAX,EC-NFK,186,0,VY6534,2025-01-25,2025-01-25 12:46:32.000,LEBL,LICC,1193.2691218908,1252.89582085515,11952.761676296
A320,CFM56-5B4/3,PAX,EC-MAI,180,0,VY1512,2025-01-08,2025-01-08 16:16:48.000,LEBL,HECA,2906.07000660039,3290.87758304139,34822.3041859121
A320,V2527-A5,PAX,EC-LUO,180,0,VY6018,2025-01-18,2025-01-18 17:14:58.000,EGKK,LECO,1067.85633119017,1145.543524525,13982.5338077419
A321,CFM56-5B3/3,PAX,EC-NLY,220,0,VY1898,2025-01-10,2025-01-10 12:08:46.000,LEBL,EDDL,1167.41458681136,1399.9688838286,19093.6107662473
A20N,PW1127G-JM,PAX,EC-NDC,186,0,VY8259,2025-01-18,2025-01-18 05:44:36.871,LEAL,LFPG,1218.83107559864,1385.7568297339,12888.8794989215
A321,CFM56-5B3/3,PAX,EC-NLX,220,0,VY2287,2025-01-06,2025-01-06 13:06:38.000,LEJR,LEBL,865.724704546568,941.775686659897,13940.9149810674
A20N,PW1127G-JM,PAX,EC-NAV,186,0,VY3522,2025-01-31,2025-01-31 19:53:46.000,LEBL,LEIB,276.154086473508,375.51623232608,5314.84653336818
A320,V2527-A5,PAX,EC-MVE,186,0,VY1703,2025-01-22,2025-01-22 07:58:41.000,LEVX,LEBL,893.341534224934,985.759531805918,12480.3928370686
A321,V2533-A5,PAX,EC-MHS,220,0,VY3135,2025-01-24,2025-01-24 17:10:11.373,GCTS,LFPO,2814.27826756443,3071.01948213755,38758.0700976228
A320,V2527-A5,PAX,EC-LRY,180,0,VY3930,2025-01-22,2025-01-22 11:59:57.400,LEGR,LEPA,625.682054569327,662.498759377155,9476.11089572198
A321,V2533-A5,PAX,EC-MQB,220,0,Unknown,2025-01-05,2025-01-05 13:41:14.881,LPPR,LFPO,1200.89572728192,1356.41381040711,18592.9439693067
A321,V2533-A5,PAX,EC-MQL,220,0,VY3134,2025-01-17,2025-01-17 12:25:24.000,LFPO,GCTS,2814.27826756443,2962.19096220166,37447.1110808664
A321,CFM56-5B3/3,PAX,EC-NLV,220,0,VY2210,2025-01-24,2025-01-24 05:58:27.000,LEBL,LEZL,809.278244789906,895.256507305261,13398.5259510485
A321,V2533-A5,PAX,EC-MPV,220,0,Unknown,2025-01-07,2025-01-07 09:24:43.000,LIMC,LFPO,590.038329664742,650.806047081372,10644.8585678754
A320,V2527-A5,PAX,EC-MKM,186,0,VY1872,2025-01-02,2025-01-02 15:46:33.000,LEBL,EKCH,1768.57318009677,2007.54966696341,22102.6513957751
A320,V2527-A5,PAX,EC-LUN,180,0,Unknown,2025-01-06,2025-01-06 19:59:48.000,EKCH,LEBL,1768.57318009677,1884.28553820752,20872.9014146219
A321,V2533-A5,PAX,EC-MLM,220,0,VY3507,2025-01-21,2025-01-21 09:43:12.970,LEIB,LEBL,276.154086473508,322.629517381383,6952.4409404388
A319,CFM56-5B6/P,PAX,EC-MIQ,144,0,Unknown,2025-01-07,2025-01-07 06:35:09.000,LEBL,LEMD,482.930215808164,514.914595879678,7507.0024668573
A320,V2527-A5,PAX,EC-MES,186,0,Unknown,2025-01-05,2025-01-05 09:01:37.000,LMML,LEBL,1234.2057876784,1298.0263849681,15398.3448375719
A320,CFM56-5B4/3,PAX,EC-MAI,180,0,VY6213,2025-01-22,2025-01-22 09:04:32.000,LEMG,LIRF,1548.02440974508,1637.94504223873,18558.0206724365
A320,V2527-A5,PAX,EC-MNZ,186,0,VY3714,2025-01-23,2025-01-23 09:03:44.000,LEBL,LEMH,241.04926068789,293.153072030427,5580.67140808245
A320,V2527-A5,PAX,EC-MNZ,186,0,VY2974,2025-01-17,2025-01-17 11:48:43.000,LEBL,LFRS,714.235220176206,791.032610053633,10667.4640793594
A320,CFM56-5B4/3,PAX,EC-KLB,180,0,VY3417,2025-01-16,2025-01-16 19:00:59.000,LEMD,LEIB,458.245342265777,504.812751406379,8008.50190138598
A320,CFM56-5B4/3,PAX,EC-MBL,180,0,VY6165,2025-01-19,2025-01-19 16:02:32.000,LIEE,LEBL,633.780023249397,698.221337567675,9804.16467092649
A320,CFM56-5B4/P,PAX,EC-KDG,180,0,VY3930,2025-01-16,2025-01-16 12:00:20.000,LEGR,LEPA,625.682054569327,715.513445828865,9959.55856444442
A320,CFM56-5B4/3,PAX,EC-MBE,180,0,VY1867,2025-01-22,2025-01-22 14:06:25.000,EDDS,LEBL,994.655986649512,1047.0942970111,13050.1704466343
A320,CFM56-5B4/3,PAX,EC-MAN,180,0,VY7844,2025-01-23,2025-01-23 21:55:18.000,LEBL,LLBG,3081.68133417658,3109.22844422055,33023.5654075089
A320,V2527-A5,PAX,EC-MEL,180,0,VY1002,2025-01-24,2025-01-24 06:25:26.000,LEBL,LEMD,482.930215808164,519.158457526372,8129.36381856659
A320,V2527-A5,PAX,EC-MKO,186,0,Unknown,2025-01-11,2025-01-11 05:57:22.000,LEMG,EGKK,1645.20599780453,1736.61724342883,19490.3840335441
A320,CFM56-5B6/P,PAX,EC-KHN,180,0,VY3149,2025-01-22,2025-01-22 10:08:56.000,LEPA,LEMG,709.125207659389,769.195263453911,10460.2722213355
A320,V2527-A5,PAX,EC-MGE,186,0,VY1467,2025-01-30,2025-01-30 16:19:42.000,LFPG,LEBB,761.296449880449,810.843357926647,10857.3899492147
A320,V2527-A5,PAX,EC-MFM,180,0,VY8828,2025-01-16,2025-01-16 15:22:30.000,LEZL,LFPG,1457.44513131221,1574.82540791074,17970.9770747021
A320,CFM56-5B6/P,PAX,EC-KJD,180,0,VY6306,2025-01-21,2025-01-21 15:10:45.000,EGKK,LEBB,896.234340408392,1052.36483954367,13101.9684111403
A321,V2533-A5,PAX,EC-MPV,220,0,VY6952,2025-01-14,2025-01-14 16:44:00.000,LFPO,LEMH,996.00025088527,1015.55891765675,14754.4985260958
A20N,PW1127G-JM,PAX,EC-NAY,186,0,Unknown,2025-01-10,2025-01-10 06:07:45.000,EHAM,GCLP,3182.77442962713,3294.06400034693,28086.1461820578
A320,CFM56-5B4/3,PAX,EC-LOP,180,0,VY6213,2025-01-30,2025-01-30 09:10:14.000,LEMG,LIRF,1548.02440974508,1628.38384888784,18471.6907315932
A320,CFM56-5B4/3,PAX,EC-KRH,180,0,VY2150,2025-01-02,2025-01-02 16:45:18.971,LEMG,LEBB,749.082899877611,803.174591793201,10788.32599654
A320,CFM56-5B6/P,PAX,EC-KJD,180,0,VY7823,2025-01-04,2025-01-04 09:47:14.000,EGKK,LEBL,1109.05391701095,1154.75718216331,14068.8637485852
A20N,PW1127G-JM,PAX,EC-NFI,186,0,VY3068,2025-01-01,2025-01-01 10:14:29.495,LEMG,GCLP,1409.54601408547,1531.36821690281,13930.4753860681
A320,V2527-A5,PAX,EC-MDZ,180,0,VY8655,2025-01-29,2025-01-29 19:58:43.000,LKPR,LEBL,1358.02887318779,1450.31225320219,16814.155867402
A320,CFM56-5B4/3,PAX,EC-MAH,180,0,VY8720,2025-01-11,2025-01-11 11:13:49.000,LEBL,EIDW,1485.68982513854,1533.9061158845,17591.1253349916
A319,CFM56-5B6/P,PAX,EC-MGF,144,0,VY1002,2025-01-25,2025-01-25 06:38:08.000,LEBL,LEMD,482.930215808164,519.410403219399,7539.1142840196
A320,CFM56-5B6/3,PAX,EC-KLT,180,0,VY6523,2025-01-27,2025-01-27 21:01:05.391,LIPE,LEBL,831.320225200709,924.638663114729,11910.6152275029
A320,V2527-A5,PAX,EC-MEQ,186,0,VY2116,2025-01-24,2025-01-24 12:05:13.000,LEMG,LEBL,765.966389686389,848.739740279689,11202.7097125879
A320,CFM56-5B4/P,PAX,EC-KDH,180,0,VY8654,2025-01-15,2025-01-15 16:38:13.000,LEBL,LKPR,1358.02887318779,1513.16673067297,17401.1994651364
A320,CFM56-5B6/3,PAX,EC-KLT,180,0,VY3900,2025-01-14,2025-01-14 05:20:52.000,LEBL,LEPA,201.966881210933,240.325346373145,4962.6283925185
A321,V2533-A5,PAX,EC-MGZ,220,0,VY8152,2025-01-12,2025-01-12 08:47:24.423,LEVC,LFPO,1051.67387400702,1196.8615685641,16798.8879469364
A320,V2527-A5,PAX,EC-MKM,186,0,VY6366,2025-01-08,2025-01-08 14:21:33.000,LEZL,LEST,645.678280554982,729.47033369843,10097.6864697937
A320,CFM56-5B4/3,PAX,EC-LVU,180,0,VY7820,2025-01-11,2025-01-11 17:54:14.000,LEBL,EGKK,1109.05391701095,1251.73512572572,14966.6951333555
A319,CFM56-5B6/P,PAX,EC-NGB,144,0,VY6006,2025-01-06,2025-01-06 20:42:55.000,LIRQ,LEBL,797.550698519998,917.475422267153,10991.1346289665
A20N,PW1127G-JM,PAX,EC-NFH,186,0,VY3113,2025-01-22,2025-01-22 19:52:03.966,LEZG,GCXO,2015.55719579258,2062.45715842938,17949.2006265659
A321,V2533-A5,PAX,EC-MGY,220,0,Unknown,2025-01-08,2025-01-08 12:40:28.079,LEIB,LFPO,1098.26417415321,1231.78493144614,17195.249161181
A321,V2533-A5,PAX,EC-MHA,220,0,VY8601,2025-01-26,2025-01-26 07:57:14.109,LIMJ,LFPO,687.587263901005,780.69818317725,12125.9978421579
A321,V2533-A5,PAX,EC-MLD,220,0,Unknown,2025-01-07,2025-01-07 20:03:40.000,LPPT,LFPO,1438.11104187522,1574.82164347659,21076.9068217354
A320,CFM56-5B4/P,PAX,EC-JYX,180,0,VY2221,2025-01-24,2025-01-24 20:51:24.000,LEZL,LEBL,809.278244789906,907.886424871903,11755.2213339849
A320,CFM56-5B4/P,PAX,EC-JSY,180,0,VY1305,2025-01-20,2025-01-20 11:27:09.401,LEAL,LEBL,403.853106187054,570.170366404604,8612.81148728904
A320,V2527-A5,PAX,EC-LVT,180,0,VY8307,2025-01-02,2025-01-02 17:41:05.000,EHAM,LEBL,1241.13624420465,1296.9124211943,15381.0788494033
A20N,PW1127G-JM,PAX,EC-NCS,186,0,VY8302,2025-01-31,2025-01-31 11:50:42.000,LEBL,EHAM,1241.13624420465,1389.19608174431,12915.2490150517
A320,CFM56-5B4/3,PAX,EC-LLJ,180,0,VY2654,2025-01-16,2025-01-16 06:27:17.650,LEST,LEMG,768.231830858037,899.310888900292,11686.1573813103
A320,V2527-A5,PAX,EC-MBS,180,0,VY3257,2025-01-14,2025-01-14 13:19:01.602,GCXO,LEZL,1390.14083431017,1491.38437700142,17194.0076071125
A321,V2533-A5,PAX,EC-MLD,220,0,VY8014,2025-01-22,2025-01-22 18:15:24.000,LEBL,LFPO,826.096111830294,908.583307525651,13565.414883362
A320,V2527-A5,PAX,EC-MER,180,0,VY3935,2025-01-24,2025-01-24 07:52:59.000,LEPA,LEAL,318.229663912386,438.247868747975,7324.43563056642
A320,CFM56-5B4/3,PAX,EC-LOC,180,0,Unknown,2025-01-06,2025-01-06 06:08:31.924,LEMG,GCXO,1433.55926559034,1576.56236175382,17988.2430628708
A320,V2527-A5,PAX,EC-LRY,180,0,VY8341,2025-01-07,2025-01-07 11:37:15.000,GCLP,EHAM,3182.77442962713,3332.919951252,35244.4571645169
A321,V2533-A5,PAX,EC-MQL,220,0,VY1678,2025-01-04,2025-01-04 18:20:14.630,LEST,LEBL,883.252270454504,940.172587569816,13920.0538645282
A320,V2527-A5,PAX,EC-LUO,180,0,Unknown,2025-01-04,2025-01-04 05:59:32.000,LEAL,EKCH,2164.54019174305,,24598.8603127428
A321,V2533-A5,PAX,EC-MGY,220,0,Unknown,2025-01-06,2025-01-06 06:04:56.000,LEBL,EDDM,1094.63004478133,1288.76543156981,17841.9437738959
A320,V2527-A5,PAX,EC-LRY,180,0,VY3719,2025-01-30,2025-01-30 20:22:10.627,LEMH,LEBL,241.04926068789,263.525788480686,5227.50397061734
A320,V2527-A5,PAX,EC-MXP,186,0,VY8340,2025-01-31,2025-01-31 07:07:41.000,EHAM,GCLP,3182.77442962713,,34693.8228445976
A20N,PW1127G-JM,PAX,EC-NBA,186,0,VY2475,2025-01-06,2025-01-06 17:37:50.000,LEBL,LIRF,847.967830209805,960.259416037745,9856.38514393749
A320,CFM56-5B6/3,PAX,EC-KMI,180,0,VY3149,2025-01-10,2025-01-10 10:59:10.000,LEPA,LEMG,709.125207659389,724.027850435931,10045.8885052877
A319,CFM56-5B6/P,PAX,EC-MKV,144,0,Unknown,2025-01-02,2025-01-02 07:48:50.055,LESO,LEBL,391.856156018208,471.765782690043,7137.71656949089
A320,CFM56-5B4/3,PAX,EC-MCU,180,0,VY6226,2025-01-11,2025-01-11 16:48:41.000,LIRF,EGKK,1405.91740955803,1496.14811149017,17245.8055716184
A320,CFM56-5B4/3,PAX,EC-MVO,180,0,Unknown,2025-01-04,2025-01-04 16:51:34.000,LIRF,EGKK,1405.91740955803,1503.24949662571,17314.8695242931
A320,V2527-A5,PAX,EC-MKM,186,0,VY6229,2025-01-14,2025-01-14 09:33:19.000,EGKK,LIRF,1405.91740955803,1477.57601259332,17073.1456899318
A20N,PW1127G-JM,PAX,EC-NCS,186,0,VY7823,2025-01-18,2025-01-18 09:39:51.000,EGKK,LEBL,1109.05391701095,1164.47345795204,11319.8932891689
A320,V2527-A5,PAX,EC-LUO,180,0,VY6332,2025-01-14,2025-01-14 09:31:00.000,LEBL,LIMC,720.794269684057,918.569182743721,11858.8172629969
A20N,PW1127G-JM,PAX,EC-NAV,186,0,VY1593,2025-01-25,2025-01-25 16:22:21.000,LEXJ,LEBL,539.234315672137,625.614706715798,7483.12869221091
A320,CFM56-5B4/3,PAX,EC-LOB,180,0,VY2514,2025-01-09,2025-01-09 06:48:40.000,LEZL,LEBL,809.278244789906,949.804530561652,12152.3390618641
A321,V2533-A5,PAX,EC-MHA,220,0,Unknown,2025-01-02,2025-01-02 05:46:11.000,LFPO,LIRF,1088.66599055063,1142.06178025412,16193.9155672999
A320,CFM56-5B4/3,PAX,EC-MBL,180,0,Unknown,2025-01-04,2025-01-04 11:46:42.000,EGKK,GCLP,2878.68657610846,2985.43317983236,31793.8154263556
A320,V2527-A5,PAX,EC-LVS,180,0,VY1676,2025-01-23,2025-01-23 15:21:40.000,LEBL,LEST,883.252270454504,935.663435175485,12014.2111565148
A320,CFM56-5B4/3,PAX,EC-LOB,180,0,VY3257,2025-01-01,2025-01-01 08:55:07.000,GCXO,LEZL,1390.14083431017,1433.31138155486,16658.761973884
A319,CFM56-5B6/3,PAX,EC-MIR,144,0,VY1572,2025-01-30,2025-01-30 18:57:35.000,LEBL,LEAS,711.581892786537,,10043.8360226787
A321,V2533-A5,PAX,EC-MLD,220,0,VY8017,2025-01-06,2025-01-06 22:02:19.000,LFPO,LEBL,826.096111830294,911.167810939091,13586.2759999012
A320,CFM56-5B6/P,PAX,EC-KDT,180,0,Unknown,2025-01-06,2025-01-06 16:11:37.092,LEMG,EGKK,1645.20599780453,1752.01866255614,19628.5119388933
A320,CFM56-5B4/3,PAX,EC-MBD,180,0,Unknown,2025-01-28,2025-01-28 14:00:21.000,LEBL,EKCH,1768.57318009677,2007.99193932007,22102.6513957751
A20N,PW1127G-JM,PAX,EC-NAY,186,0,VY2011,2025-01-18,2025-01-18 08:33:12.549,LEGR,LEBL,680.136814550995,803.636831834562,8748.86546646508
A20N,PW1127G-JM,PAX,EC-NCU,186,0,VY2472,2025-01-20,2025-01-20 10:59:43.000,LEBL,GCRR,1974.12624234143,2041.40083555741,17766.2783007525
A320,V2527-A5,PAX,EC-MXG,186,0,Unknown,2025-01-11,2025-01-11 08:59:28.000,LIRF,LEBL,847.967830209805,918.156447567327,11858.8172629969
